base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,289010.885,218705.2048,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,34850.78213,26348.58694,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,4445.834006,3817.794469,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,21183.21003,18963.97019,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,349490.7111,267835.5564,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,69451.14617,57090.54768,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Manufacturing,Air Transport,General Government,Q2,788372.8907,704117.6848,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,360309.7623,323158.5734,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Construction,Air Transport,General Government,Q2,246652.7778,237175.4045,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,405134.7988,359231.7776,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,48680.04774,42861.43582,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,453814.8466,402093.2135,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,73496.78337,63809.76221,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,142747.9393,130375.0321,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,3612.33117,3280.339049,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,3320.746463,2932.378266,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,33448.61646,28778.25474,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,3553.387952,3127.660995,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,139235.5912,119273.5007,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,399415.3959,351576.9281,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Financial Services,Air Transport,General Government,Q2,28233.42412,24530.39637,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,1045693.896,892485.9817,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,437479.71,387687.9671,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Other Services,Air Transport,General Government,Q2,295813.3824,260113.285,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Total Gross Capital Formation,Air Transport,General Government,Q2,4474727.943,3907865.538,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,288033.0,218116.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,34730.0,26228.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,4478.0,3846.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,21183.0,18964.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,348424.0,267153.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,69804.0,57431.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Manufacturing,Air Transport,General Government,Q2,787514.0,703381.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,371530.0,333120.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Construction,Air Transport,General Government,Q2,248982.0,239146.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,400908.0,355533.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,48479.0,42688.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,449387.0,398221.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,74049.0,64226.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,144273.0,131789.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,3610.0,3278.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,2952.0,2526.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,33400.0,28735.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,4196.0,3692.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,139529.0,119539.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,402008.0,353785.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Financial Services,Air Transport,General Government,Q2,28346.0,24627.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,1036989.0,885103.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,438089.0,388220.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Other Services,Air Transport,General Government,Q2,295681.0,260021.0,₹ Crore
2011-12,Current,2016-17,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Total Gross Capital Formation,Air Transport,General Government,Q2,4476754.0,3910207.0,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,276435.7005,215838.5349,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,33282.15004,27138.98216,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,3015.098594,2608.725562,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,21173.64662,17560.92337,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,333906.5957,263147.166,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,67948.53297,60177.61338,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Manufacturing,Air Transport,General Government,Q2,711826.9146,647992.7858,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,358343.8238,325970.879,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Construction,Air Transport,General Government,Q2,236899.5127,215394.01,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,363391.4162,320295.8446,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,61348.26008,53849.69,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,424739.6763,374145.5346,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,81573.36869,74338.27699,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,83203.75253,74616.24186,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,2740.974535,2490.206355,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,538.080297,514.2955659,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,17907.28825,16075.82406,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,5076.934299,4415.079849,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,78562.27098,73430.15082,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,269602.6696,245880.0755,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Financial Services,Air Transport,General Government,Q2,73590.2928,66924.62192,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,1151570.641,1023623.171,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,416857.8972,367158.3426,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Other Services,Air Transport,General Government,Q2,235677.7204,207955.2714,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Total Gross Capital Formation,Air Transport,General Government,Q2,4280964.277,3798369.471,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,239506.1839,188875.8213,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,29701.37182,23961.38879,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,3131.769663,2777.497625,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,19649.31294,17224.24966,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,291988.6383,232838.9574,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,61952.44792,47741.6528,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Manufacturing,Air Transport,General Government,Q2,748888.7098,673243.3358,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,407158.724,363988.7614,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Construction,Air Transport,General Government,Q2,213629.5102,201540.9974,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,406118.1542,364176.459,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,56730.34387,50722.45135,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,462848.4981,414898.9104,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,68565.69537,60452.34563,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,84241.52918,77897.88839,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,3741.216934,3539.438645,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,1403.06288,1076.696664,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,25416.08786,22593.73838,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,6052.583843,5436.018463,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,158857.3562,140728.7415,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,348277.5323,311724.8677,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Financial Services,Air Transport,General Government,Q2,70475.52911,62278.45354,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,930121.6046,802324.2974,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,383788.3028,345376.519,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Other Services,Air Transport,General Government,Q2,253893.0641,224684.9053,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Second Revised Estimates,Total Gross Capital Formation,Air Transport,General Government,Q2,4173022.561,3680641.658,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,245519.3097,193117.259,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,30233.59172,24506.02436,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,3155.006684,2799.09872,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,19647.0674,17226.04673,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,298554.9755,237648.4288,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,63248.16322,49059.75728,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Manufacturing,Air Transport,General Government,Q2,771790.2603,695025.3376,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,414404.7294,370937.2708,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Construction,Air Transport,General Government,Q2,226599.9825,215423.211,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,344682.1453,309559.4996,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,58458.71796,52324.92439,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,403140.8632,361884.424,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,68631.1793,60511.95778,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,100018.0172,92794.69607,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,3762.644316,3563.543636,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,1408.426826,1092.657102,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,25546.08841,22760.97672,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,6135.012722,5512.266905,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,160005.0246,142176.563,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,365506.3934,328412.6612,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Financial Services,Air Transport,General Government,Q2,70142.47578,62219.24379,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,961282.7599,833852.4895,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,384795.0083,346505.7223,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Other Services,Air Transport,General Government,Q2,260103.9911,230771.354,₹ Crore
2011-12,Current,2015-16,Gross Capital Formation by Industry of Use,Annual,Third Revised Estimates,Total Gross Capital Formation,Air Transport,General Government,Q2,4219569.603,3731739.9,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,261414.0,211861.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,30897.0,25868.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,2709.0,2338.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,19621.0,16429.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,314640.0,256496.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,130574.0,117584.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Manufacturing,Air Transport,General Government,Q2,668551.0,607866.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,361760.0,331744.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Construction,Air Transport,General Government,Q2,219009.0,194960.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,306772.0,267281.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,53459.0,46553.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,360231.0,313834.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,57970.0,51737.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,33533.0,29975.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,4050.0,3668.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,9670.0,8786.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,15005.0,13353.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,10302.0,8907.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,229757.0,219770.0,₹ Crore
2011-12,Current,2014-15,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,360286.0,336196.0,₹ Crore
