base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2016-17,Gross Value Added,Annual,First Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,859615.2826,637056.3914,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,First Revised Estimates,Other Services,Air Transport,General Government,Q2,1064723.59,776046.9143,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,First Revised Estimates,Total Gross Value Added,Air Transport,General Government,Q2,13841591.26,11247629.29,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Non-Financial Corporations,Q2,877489.6181,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Non-Financial Corporations,Q2,4871073.687,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Financial Corporations,Q2,361155.779,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Financial Corporations,Q2,389068.2298,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,1358378.983,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Households Including NPISH,Q2,6078750.892,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Total Gross Value Added,Q2,13935917.19,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,1476268.041,1018167.527,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,672829.1813,461170.6963,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,192839.8382,138904.8752,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,154421.4281,99223.57916,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,2496358.488,1717466.678,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,321871.574,348088.7664,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",General Government,Q2,258641.2898,202127.6146,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",General Government,Q2,306219.2148,263790.3784,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Metal Products,General Government,Q2,274477.9314,284800.1334,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Machinery and Equipment,General Government,Q2,540632.5193,470362.5762,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Other Manufactured Goods,General Government,Q2,955096.5892,833962.1425,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Air Transport,General Government,Q2,2335067.545,2055042.845,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,353467.968,246491.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Construction,Air Transport,General Government,Q2,1082465.61,917754.3897,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,1468581.268,1268165.063,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,140334.7362,121010.8029,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,1608916.004,1389175.866,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,106834.6781,82161.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,434493.5774,362251.8017,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,9203.366269,8567.365323,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,22229.26253,7170.532648,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,102488.6071,86817.46289,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,7377.228251,6062.244386,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,246725.759,203208.8529,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,929352.4786,756239.2599,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Financial Services,Air Transport,General Government,Q2,750224.0088,697102.794,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,2161677.287,1797341.401,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,826961.6839,613896.0487,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Other Services,Air Transport,General Government,Q2,1069554.542,780372.5981,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Second Revised Estimates,Total Gross Value Added,Air Transport,General Government,Q2,13935917.19,11318971.65,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Non-Financial Corporations,Q2,880245.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Non-Financial Corporations,Q2,4870797.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Financial Corporations,Q2,361133.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Financial Corporations,Q2,389068.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,1360349.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Households Including NPISH,Q2,6103607.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Total Gross Value Added,Q2,13965199.0,1253671.7912885246,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,1486044.0,1020258.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,672611.0,461572.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,205364.0,144547.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,154643.0,99627.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,2518662.0,1726004.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,326808.0,349248.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",General Government,Q2,259668.0,202964.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",General Government,Q2,303155.0,261079.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Metal Products,General Government,Q2,273963.0,285206.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Machinery and Equipment,General Government,Q2,541055.0,474418.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Other Manufactured Goods,General Government,Q2,955881.0,831097.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Manufacturing,Air Transport,General Government,Q2,2333721.0,2054764.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,355709.0,246496.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Construction,Air Transport,General Government,Q2,1080870.0,916445.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,1468583.0,1268230.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,140418.0,121092.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,1609001.0,1389322.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,106786.0,82161.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,434947.0,362324.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,9206.0,8569.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,21496.0,7172.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,102468.0,86835.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,7442.0,6100.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,247809.0,203896.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,930155.0,757056.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Financial Services,Air Transport,General Government,Q2,750201.0,695983.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,2161236.0,1796983.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,827438.0,614238.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Other Services,Air Transport,General Government,Q2,1071399.0,781744.0,₹ Crore
2011-12,Current,2016-17,Gross Value Added,Annual,Third Revised Estimates,Total Gross Value Added,Air Transport,General Government,Q2,13965200.0,11328285.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,2082692.0,1602036.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,Mining and Quarrying,Air Transport,General Government,Q2,315585.0,316811.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,Manufacturing,Air Transport,General Government,Q2,1995079.0,1825371.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,319390.0,229681.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,Construction,Air Transport,General Government,Q2,1009764.0,886179.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,2277734.0,2007866.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,"Financial, Real Estate & Professional Services",Air Transport,General Government,Q2,2525532.0,2249243.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,"Public Administration, Defence & Other Services",Air Transport,General Government,Q2,1726530.0,1320393.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Advance Estimates,Total Gross Value Added,Air Transport,General Government,Q2,12252306.0,10437579.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,2093081.0,1604044.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,Mining and Quarrying,Air Transport,General Government,Q2,318672.0,318377.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,Manufacturing,Air Transport,General Government,Q2,1994330.0,1821926.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,320186.0,231228.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,Construction,Air Transport,General Government,Q2,1016659.0,887957.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,2281533.0,1998292.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,"Financial, Real Estate & Professional Services",Air Transport,General Government,Q2,2534422.0,2248845.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,"Public Administration, Defence & Other Services",Air Transport,General Government,Q2,1720527.0,1316522.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Provisional Estimates,Total Gross Value Added,Air Transport,General Government,Q2,12279410.0,10427191.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Non-Financial Corporations,Q2,767015.9531,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Non-Financial Corporations,Q2,4342837.291,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Financial Corporations,Q2,354554.9811,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Financial Corporations,Q2,366518.1557,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,1202315.518,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Households Including NPISH,Q2,5418695.808,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Total Gross Value Added,Q2,12451937.71,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,1306917.924,974672.2913,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,564712.2105,415906.1291,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,174986.5114,138172.953,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,126293.0,87709.68623,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,2172909.646,1616461.06,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,296040.8679,344972.0724,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",General Government,Q2,219374.6271,186138.4843,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",General Government,Q2,269726.5935,246312.9274,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Metal Products,General Government,Q2,268891.8858,254899.927,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Machinery and Equipment,General Government,Q2,426904.6472,379133.931,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Other Manufactured Goods,General Government,Q2,880194.9818,797349.3182,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Manufacturing,Air Transport,General Government,Q2,2065092.735,1863834.588,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,321765.426,224323.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Construction,Air Transport,General Government,Q2,1000459.05,852821.332,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,1297931.732,1144300.197,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,127921.6391,112663.8667,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,1425853.371,1256964.064,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,101595.9254,84089.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,395500.9943,341648.916,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,General Government,Q2,6507.919632,8105.588908,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,19950.05154,6057.373631,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,General Government,Q2,95725.16783,80494.85718,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,General Government,Q2,7162.250982,6078.55665,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,General Government,Q2,242071.354,205073.4053,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,868513.6637,731547.6976,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Financial Services,Air Transport,General Government,Q2,721073.1367,671852.9853,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",Air Transport,General Government,Q2,1911358.925,1622340.224,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Public Administration and Defence,Air Transport,General Government,Q2,737820.2563,569804.1639,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Other Services,Air Transport,General Government,Q2,931050.6292,714798.7124,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,First Revised Estimates,Total Gross Value Added,Air Transport,General Government,Q2,12451937.71,10469719.9,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Non-Financial Corporations,Q2,804048.5966,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Non-Financial Corporations,Q2,4363073.122,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Public Financial Corporations,Q2,358301.2377,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Private Financial Corporations,Q2,368952.93,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,General Government,Q2,1205184.032,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Households Including NPISH,Q2,5467086.066,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,Total Gross Value Added,Q2,12566645.98,1253671.7912885246,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,General Government,Q2,1327996.868,966344.5781,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,General Government,Q2,584070.4413,421369.2458,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,General Government,Q2,182247.2435,137022.1108,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,General Government,Q2,131053.1832,90480.02936,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Air Transport,General Government,Q2,2225367.736,1615215.964,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Mining and Quarrying,Air Transport,General Government,Q2,301230.1256,328452.933,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",General Government,Q2,204598.9082,168931.9861,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",General Government,Q2,296144.7345,259680.2153,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Metal Products,General Government,Q2,233751.3611,237484.6314,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Machinery and Equipment,General Government,Q2,502711.6422,415288.5536,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Other Manufactured Goods,General Government,Q2,878911.8599,817404.4775,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Air Transport,General Government,Q2,2116118.506,1898789.864,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",Air Transport,General Government,Q2,336977.7133,224198.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,Construction,Air Transport,General Government,Q2,992298.0611,866440.2566,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,General Government,Q2,1304934.639,1148216.299,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,General Government,Q2,126081.7405,110822.5574,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Air Transport,General Government,Q2,1431016.38,1259038.856,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,General Government,Q2,100436.1604,85452.0,₹ Crore
2011-12,Current,2015-16,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,General Government,Q2,399975.9657,342021.4395,₹ Crore
