base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Manufacturing,,,Q1,914819.5088,656921.8049,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Manufacturing,,,Q4,1101960.021,1127519.499,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Manufacturing,,,Q3,932700.7492,671826.3209,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Manufacturing,,,Q4,1096363.236,791594.8641,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Manufacturing,,,Q3,956949.1281,975447.5026,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Manufacturing,,,Q2,988887.2995,1004623.968,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q2,187449.8515,100019.1847,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,186449.2143,96203.00372,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q2,179999.9644,171080.169,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,200715.371,94910.62293,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,196033.7152,162173.2019,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,191820.9874,91643.09413,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,171146.4346,162608.6058,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,185020.2381,156902.5497,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Construction,,,Q1,547741.8293,554052.7927,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Construction,,,Q3,574832.5066,585724.4929,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Construction,,,Q1,568966.5954,336111.8425,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Construction,,,Q2,536228.9942,321687.976,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Construction,,,Q4,695298.0837,418570.3315,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Construction,,,Q2,557198.3091,565336.0126,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q4,1382499.241,854853.0403,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q1,1042268.445,653847.4968,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q3,959534.7884,917591.5829,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q3,1249914.89,772070.9003,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q1,1560036.928,1502218.032,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q3,1669272.155,1585573.399,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q1,1700358.169,1055656.955,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q4,1814041.156,1705852.195,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q2,800201.2667,762021.9976,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q2,965711.754,502752.1656,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q4,967897.63,517340.1015,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q1,942034.0261,469176.4065,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q3,964726.6777,509292.1359,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q4,897976.0341,846999.4135,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,6914211.166,6656728.607,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,6571551.823,3892451.832,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,7250916.684,4285957.173,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,6990290.433,4059876.633,₹ Crore
2011-12,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,6600129.14,3913190.867,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,6152775.329,5955880.886,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,7175153.28,6937846.444,₹ Crore
2022-23,Current,2023-24,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,6073962.771,5930764.262,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q2,856948.2694,440718.4825,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q3,1384236.568,716977.2094,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q2,902978.9665,898617.3017,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q1,990560.107,510890.2347,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q3,1449884.353,1442586.457,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q4,1328296.161,1342979.183,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q3,129415.3071,127712.8981,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q1,134838.217,81221.71455,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Manufacturing,,,Q3,821394.4899,589265.2987,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Manufacturing,,,Q1,872417.2539,612446.3849,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Manufacturing,,,Q2,836563.507,834358.0698,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Manufacturing,,,Q4,1049140.824,1053678.647,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q2,148389.2081,89516.32492,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,160978.2373,87222.62808,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,135948.9788,153943.6799,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,157295.3334,83214.69466,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,142404.7214,92377.40993,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,151278.0899,139320.7977,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q2,501996.9504,501521.3686,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q3,537988.202,328418.3243,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q3,535322.2386,538713.3992,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q4,636942.2718,385228.5282,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q2,467522.6679,280755.288,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q1,509477.7263,504835.6006,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q1,528948.0406,307843.1554,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Construction,,,Q4,562303.4411,564029.988,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q4,1266120.597,805114.0114,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q4,863443.4926,859504.3517,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q2,779963.1413,788550.8261,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q3,1127861.825,714577.521,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q1,942413.7832,588836.9419,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q1,773794.899,773263.5023,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q4,1295590.388,795386.6348,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q1,1480604.882,917743.4621,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q2,1556236.836,967000.9249,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q2,1495050.818,1505238.304,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q1,821841.9305,429235.5004,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q2,839539.5975,461648.1635,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,6498272.955,6448930.143,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,5489705.468,5556199.153,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,6278543.504,6236891.95,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,5914028.935,3540594.804,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,5895228.207,3582738.389,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,6267323.223,3759180.263,₹ Crore
2011-12,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,6570117.339,3995514.803,₹ Crore
2022-23,Current,2022-23,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,5497239.459,5521740.139,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q4,1126186.778,582829.1941,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q1,878996.7025,489819.8049,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q2,775397.012,423817.4556,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q3,1318892.086,673640.0041,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q4,149601.5578,93706.67025,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q2,85841.50269,64735.17632,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q1,92691.83431,74996.75851,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q3,111204.2968,75837.45394,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Manufacturing,,,Q2,845613.3121,647821.4805,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Manufacturing,,,Q4,958253.1491,701024.1695,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,161687.2494,80302.95523,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,128254.807,78875.8009,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q2,137800.1357,83053.68009,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,150050.3774,75733.75953,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Construction,,,Q3,467708.2747,301090.2361,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Construction,,,Q2,396441.7406,263793.6051,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Construction,,,Q1,396017.7231,268829.3672,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Construction,,,Q4,575506.7575,359818.907,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q4,1157932.198,749006.1603,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q3,977736.9558,651509.6144,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q2,860550.8488,598187.0748,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q1,678698.0194,481677.4146,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q3,1083275.29,712147.3787,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q2,1278874.508,876146.0632,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q1,1175585.142,817426.0997,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q4,1108138.037,717127.6468,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q3,791743.1373,463499.4283,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q1,643866.7821,354408.7757,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,5723379.236,3569130.784,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,5132846.104,3397047.615,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,4760080.525,3162548.574,₹ Crore
2011-12,Current,2021-22,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,6019277.769,3748113.056,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q3,1212238.068,652913.1158,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q1,803635.3266,468501.6767,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q3,78470.33922,72468.60912,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q4,116954.8636,92739.913,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q2,63545.52158,58596.32371,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q1,65169.36795,67270.31218,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Manufacturing,,,Q2,723396.2877,613999.7006,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Manufacturing,,,Q3,738491.1513,614651.3188,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Manufacturing,,,Q1,464642.7654,397367.9044,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Manufacturing,,,Q4,876964.5151,703141.1828,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,136862.1677,74909.79171,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,114069.7326,67513.83278,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Construction,,,Q3,389579.2244,288855.2244,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Construction,,,Q1,187319.9939,143771.4068,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Construction,,,Q2,296145.5753,226576.1672,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Construction,,,Q4,486466.6766,336167.8459,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q2,675876.671,517908.004,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q3,795287.7966,596828.009,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q3,939045.3788,675018.9272,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q4,963462.5442,677775.923,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q1,1037357.179,788544.6353,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q2,1088313.734,812790.6572,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q2,624810.7073,383685.1671,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q1,593209.154,340826.8017,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q3,690718.9354,426955.9398,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q4,717529.1068,449826.5004,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,4971509.135,3398874.813,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,4308961.605,3088372.067,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,5237951.313,3592345.111,₹ Crore
2011-12,Current,2020-21,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,3692575.091,2607752.272,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q3,1087085.036,623983.243,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q4,899189.3529,534962.5822,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q1,739384.8915,451611.8294,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q2,642811.9521,383768.1617,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q1,94519.14535,81745.12739,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q2,71671.64873,63762.19891,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q4,105457.447,95512.66092,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q3,85352.47586,76114.36223,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Manufacturing,,,Q4,706481.9367,587842.8354,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Manufacturing,,,Q3,649197.1206,544149.7233,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Manufacturing,,,Q1,678351.2195,565388.3264,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Manufacturing,,,Q2,671070.4914,562324.6633,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,118970.603,70576.20553,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,129833.5322,79722.32823,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q2,127323.7107,77536.23947,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,126871.4982,72963.17812,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Construction,,,Q1,352126.8153,260990.2111,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Construction,,,Q3,336666.8703,258983.834,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Construction,,,Q2,319091.0501,241819.6936,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Construction,,,Q4,370784.5085,281635.6713,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q1,852613.623,662521.2937,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q4,946478.4565,729908.4985,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q3,860034.906,661351.1306,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Trade, Hotels, Transport, Communication & Services Related to Broadcasting",,,Q2,819761.7577,636278.6211,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q4,840305.5625,627211.4544,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q1,1065421.697,797124.7262,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q2,1146307.624,857419.0396,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Financial, Real Estate & Professional Services",,,Q3,829077.9104,616488.2106,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q2,677988.8947,436867.1178,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q3,696431.7639,449141.0909,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q4,691236.4066,452469.9077,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,"Public Administration, Defence & Other Services",,,Q1,643217.4075,393926.1221,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q1,4555468.331,3293029.965,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q3,4662816.686,3300787.8,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q2,4476027.129,3259775.735,₹ Crore
2011-12,Current,2019-20,Gross Value Added,Quarterly,,Total Gross Value Added,,,Q4,4686805.169,3382506.789,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q4,793473.0511,491886.4057,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q1,686739.3237,433154.047,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q2,591790.4836,364398.3878,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Agriculture, Livestock, Forestry and Fishing",,,Q3,957922.1875,589159.5096,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q1,94249.68155,83092.09283,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q2,79982.98335,67688.2473,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q4,107903.7173,96680.52791,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Mining and Quarrying,,,Q3,95524.70104,79355.70119,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Manufacturing,,,Q4,746787.0128,616940.2385,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Manufacturing,,,Q1,676170.0883,565138.647,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Manufacturing,,,Q3,685106.8429,563759.3492,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Manufacturing,,,Q2,704495.0116,583153.9687,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q1,112151.651,74424.6517,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q4,108489.1273,70967.13475,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q3,112012.8111,72707.65348,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,"Electricity, Gas, Water Supply & Other Utility Services",,,Q2,116805.3387,76047.56782,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Construction,,,Q2,316330.1901,239218.8802,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Construction,,,Q1,326661.9023,251353.5342,₹ Crore
2011-12,Current,2018-19,Gross Value Added,Quarterly,,Construction,,,Q4,361725.2441,275228.3858,₹ Crore
